NUTTAB index,data_source,name,variety,extra_desc,notes,data_notes,density,food_type,brand,category,energy,water,protein,fat,fibre,sugar,starch,carbohydrate,sugar_alcohol,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,caffeine,quantity,quantity_unit,energy_unit,salt
"F008810","Recipe","squash","button","fresh, boiled, drained","Small, rounded vegetable fruit, generally with a yellow skin. Boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",131.0,89.4,3.2,0.2,0.6,3.5,0.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008813","Analysed","squash","scallopini","fresh, raw","Small, rounded vegetable fruit, generally with a green skin. Uncooked.","The majority of nutrient data were derived from a composite of 5 samples of scallopini squash purchased in Sydney in 1983-84 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate), minerals (P, I, Se) and tryptophan were imputed from green zucchini. Alcohol, vitamins (B12, D, folic acid, retinol), I, cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",84.0,93.7,2.2,0.2,0.5,2.0,0.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F008812","Recipe","squash","scallopini","fresh, boiled, drained","Small, rounded vegetable fruit, generally with a green skin. Boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",100.0,92.5,2.6,0.2,0.6,2.4,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009021","Analysed","swede","peeled","fresh, raw","Root vegetable with yellow flesh and pale yellow skin. Peeled and uncooked.","The majority of nutrient data were derived from 5 samples of raw Swede purchased in Sydney in 1983 (Wills et al.). Amino acids were derived from a composite sample of swedes purchased in Melbourne in 1884/85. Vitamins (B6, alpha-tocopherol, folate) and P were imputed from peeled potatoes. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",93.0,91.7,0.9,0.0,2.2,3.4,0.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009020","Recipe","swede","peeled","fresh, boiled, drained","Root vegetable with yellow flesh and pale yellow skin. Peeled and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",100.0,91.1,1.0,0.0,2.4,3.7,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009035","Analysed","sweet potato","orange flesh","peeled, fresh, raw","A long, large tuberous vegetable, with red skin and orange flesh. Peeled and uncooked.","The majority of nutrient data were derived from 5 samples of sweet potato purchased in Sydney in 1984 (Wills et al.). Fibre, vitamins (B6, folate, alpha-tocopherol) and P were borrowed from NZ FOODfiles 2014, X1055 - Kumara, root vegetable, root tuber, flesh, raw, Orange, Beauregard. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",293.0,78.7,1.9,0.1,2.6,5.6,8.5,14.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009033","Recipe","sweet potato","orange flesh","peeled, fresh, baked, no added fat","A long, large tuberous vegetable, with red skin and orange flesh. Peeled, chopped and baked without added fat.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",357.0,74.0,2.3,0.1,3.1,6.8,10.4,17.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009034","Recipe","sweet potato","orange flesh","peeled, fresh, boiled, drained","A long, large tuberous vegetable, with red skin and orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",315.0,77.1,2.0,0.1,2.7,6.0,9.1,15.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009081","Borrowed","tamarind","paste","pure","Paste prepared exclusively with the pulp of ripe Tamarindus indica pod seeds, commonly used in tropical cuisine sauces.","The majority of nutrient data were borrowed from USDA SR28, 09322 - Tamarinds, raw. Alcohol, vitamins (B12, D, folic acid) and caffeine were imputed zero.",,"nuttab",,"uncategorised",1048.0,31.4,2.8,0.6,5.1,38.8,18.6,57.4,0.0,0.26,0.17,0.06,0.0,0.0,100.0,"g","kj",
"F009094","Analysed","taro","peeled","fresh, raw","Tuber vegetable with a light brown rough skin and a cream to pink flesh. Peeled and uncooked.","The majority of nutrient data were derived from 5 samples of taro purchased in Sydney in 1984 (Wills et al.). Vitamins (B6, folate, alpha-tocopherol), minerals (I, Se, P) were borrowed from NZ FOODfiles 2014, X1053 - NZ 2014, X1053 - Taro, root vegetable, corm, flesh, raw, combined cultivars. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",469.0,68.9,1.9,0.2,3.5,1.1,22.3,23.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009093","Recipe","taro","peeled","fresh, boiled, drained","Tuber vegetable with light brown rough skin and cream to pink flesh. Peeled and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",504.0,66.6,2.0,0.2,3.8,1.2,24.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009190","Analysed","tomato","cherry","raw","Small and round in shape, with a bright red shiny skin and red pulp with whitish seeds. Uncooked.","The majority of nutrient data were derived from 3 composite samples of cherry tomatoes purchased in Sydney in 1982-3 (Wills et al. 1984). Minerals (Cr, I, Mo, Ni, Se) were derived from a composite of 6 samples of tomatoes purchased nationally in 2004. Minerals (As, Cd, Cu, Hg, Pb, Sb, Se, Sn, Zn) were also derived from a composite of 21 regional tomato samples in 1998 and 2000. Vitamins (B6, alpha-tocopherol, folate), P and tryptophan were imputed from common tomatoes. Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",65.0,93.1,0.5,0.1,1.7,2.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009193","Analysed","tomato","common","raw","Round in shape, with a bright red shiny skin and red pulp and whitish seeds. Uncooked.","Proximates, vitamins (B1, B2, B3), minerals and tryptophan were derived from a composite of 8 samples of purchased in ACT, QLD, VIC, SA and WA in 2014. Vitamins (alpha-carotene, beta-carotene, lycopene) were derived from the 8 individual samples as part of the same program. Vitamins (B6, tocopherols, folate, folic acid and pantothenate) were derived from 2 composites, of 4 samples each, of tomatoes purchased in VIC, SA, NSW and QLD in 2008. Vitamins (alpha-carotene, beta-carotene, lycopene, lutein) were derived from the 8 individual samples as part of the same program. Moisture and minerals (Ca, Cl, Cu, F, Fe, I, K, Mg, Mn, Na, P, Se, Zn) were derived from a composite of 8 samples of common tomatoes purchase nationally in 2000. Minerals (Cr, I, Mo, Ni, Se) were derived from a composite of 10 samples of tomatoes purchased in Vic, SA, WA, QLD, NT in 2004. Minerals (As, Cd, Cu, Hg, Pb, Sb, Se, Sn, Zn) were derived from a composite of 28 samples of tomatoes purchased nationally in 2003 and 21 samples of tomatoes purchased in 1998. Organic acids were derived from 6 samples of tomatoes purchased in SA in 1988 and a composite of 13 samples of Flora-Dade tomatoes purchased in Sydney 1982/3 (Wills at al). Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",73.0,94.3,0.6,0.0,1.1,2.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009211","Imputed","tomato","roma","raw","Oval in shape, with a bright red shiny skin and red pulp and whitish seeds. Uncooked.","The majority of nutrient data were imputed from raw common tomato. Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",74.0,94.2,1.0,0.1,1.2,2.3,0.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009208","Analysed","tomato","paste","with added salt","A thick red paste made from tomatoes with added salt.","The majority of nutrient data were derived from a composite of 6 samples of tomato paste (3x Leggos and 3x La Gina) purchased in Adelaide in 1988. Fibre, B6, alpha-tocopherol, I and Se were borrowed from NZ FOODfiles 2014, X1080 - Tomato, paste, canned, high salt. Folate was borrowed from USDA SR28,11546 - Tomato products, canned, paste, without salt added. Alcohol, vitamins (B12, D, folic acid, retinol), fatty acids, cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",277.0,76.5,3.1,0.3,3.5,9.9,0.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009206","Label Data","tomato","paste","no added salt","A thick red paste made from tomatoes, with no added salt","The majority of nutrient data were imputed from Tomato, paste, with added salt. Proximates (protein and fibre), Na and K were based on label information for Leggo's tomato paste, with no added salt available in 2017. Individual sugars were calculated from tomato paste with added salt, adjusted based on label data total sugars. B6, alpha-tocopherol, I and Se were borrowed from NZ FOODfiles 2014 , X1083 - Tomato, paste, canned, low salt. Folate was borrowed from USDA SR28,11546 - Tomato products, canned, paste, without salt added. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",266.0,76.5,3.4,0.5,3.6,9.6,0.5,10.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009209","Label Data","tomato","puree","commercial","Canned pureed tomatoes with added salt","The majority of nutrient data were imputed from Tomato, whole, canned in tomato juice, undrained. Fibre, B6, alpha-tocopherol and Se were imputed from raw tomatoes. Proximates (protein, fat, total sugar) and Na were based on label data for 2 brands (Leggo's and Val Verde) available in 2017. Alcohol, vitamins (B12, D, folic acid, retinol) fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",98.0,94.0,1.2,0.1,1.5,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009217","Analysed","tomato","sundried",,"Tomatoes that have been left out to dry in the sun.","The majority of nutrient data were derived from a composite of 4 samples of sun dried tomatoes purchased in SA in 1996. Iodine was borrowed from NZ FOODfiles 2014, X295 - Tomato, sun-dried. B6 and folate were borrowed from USDA SR28,11955 - Tomatoes, sun-dried. Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol and caffeine were imputed zero. Note high sum of proximates - data should be used with caution.",,"nuttab",,"uncategorised",1101.0,24.7,11.2,4.6,14.7,33.9,1.3,35.2,0.0,0.51,1.81,1.98,98.95,0.0,100.0,"g","kj",
"F009222","Analysed","tomato","whole","canned in tomato juice, undrained","Canned whole peeled tomatoes, packed in tomato juice with added salt.","The majority of nutrient data were derived from a composite of 8 samples of canned tomatoes (1x Delizie, 1x Green Acres, 2x Woolworths, 1x Ardmona, 1x Mutti, 1x SPC, 1x Coles) purchased in four states across Australia in 2017. Moisture, vitamin C, folate and minerals (Ca, Cu, Fe, I, K Mg, Mn, Na, P, Zn) were derived from a composite of 8 samples of canned tomatoes (2x Ardmona, 2x La Gina, 2x SPC, 1x Val Verde and 1x Generic) purchased in 2005. Fatty acids were imputed from raspberry. Alcohol, vitamins (B12, D, retinol, folic acid) cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",80.0,94.0,0.9,0.0,1.0,3.0,0.0,3.0,0.0,0.01,0.01,0.02,0.0,0.0,100.0,"g","kj",
"F009221","Analysed","tomato","whole","canned in tomato juice, drained","Canned, whole peeled tomatoes, packed in tomato juice with added salt, then drained.","The majority of nutrient data were derived from a composite of 3 samples of canned tomatoes (SPC, Letona and Edgell) purchased in Adelaide in 1988. Moisture and iodine were derived from a composite of 8 samples of common tomatoes in purchased in Qld, WA, and SA in 2000. Vitamins (B6, folate, alpha-tocopherol) and Se were imputed from raw tomatoes. Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",88.0,94.0,0.8,0.3,1.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009340","Analysed","turnip","white","peeled, fresh, raw","A white fleshed root vegetable with purple-flushed white skin. Peeled and uncooked.","The majority of nutrient data were derived from 5 samples of white turnip purchased in Sydney in 1984 (Wills et al.). Vitamins (B6, alpha-tocopherol, folate) and minerals (P, I, Se) were borrowed from NZ FOODfiles 2014 - X130 - Turnip, root vegetable, tap root, flesh, raw. Alcohol, vitamins (B12, D, retinol), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",94.0,92.9,1.3,0.0,1.7,3.2,0.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009339","Recipe","turnip","white","peeled, fresh, boiled, no added fat","A white fleshed tuber vegetable, with purple-flushed white skin. Peeled, chopped and boiled in unsalted water, without added fat, then drained.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",,"nuttab",,"uncategorised",101.0,92.4,1.4,0.0,1.8,3.4,0.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
"F009491","Borrowed","vine leaf","grape","canned","Leaf of the grape vine picked and preserved in salt and water. Generally used to make dolmades or dolma.","The majority of nutrient data were borrowed from USDA SR28, 11975 - Grape leaves, canned. Proximates (starch, total sugar) were calculated based on carbohydrate by difference from the same USDA record and ratios of these components in USDA SR28 11974 - Grape leaves, raw. Iodine and tryptophan were imputed from curly parsley. Vitamin D was imputed zero.",,"nuttab",,"uncategorised",254.0,76.1,4.3,2.0,9.9,1.8,0.0,1.8,0.0,0.36,0.09,1.13,0.0,0.0,100.0,"g","kj",
"F009514","Analysed","water chestnut","peeled","canned, drained","Water chestnuts that have been canned in water, then drained.","The majority of nutrient data were derived from a composite of 3 samples of canned water chestnuts (Chang's, Ma Ling and Typhone) purchased in Sydney in 1991. Vitamins (B6, alpha-tocopherol, folate), I, Se and fatty acids were borrowed from USDA SR28, 11590 - Water chestnuts, Chinese, canned, solids and liquids. Tryptophan was imputed from peeled potatoes. Alcohol, vitamins (B12, D, folic acid, retinol), cholesterol and caffeine were imputed zero.",,"nuttab",,"uncategorised",219.0,88.7,0.6,0.9,2.7,5.1,4.2,9.3,0.0,0.27,0.08,0.42,0.0,0.0,100.0,"g","kj",
"F009532","Analysed","watercress","raw",,"Leafy vegetable with small green round leaves that have a peppery flavour, commonly used as a salad ingredient.","The majority of nutrient data were derived from a composite of 5 samples of watercress purchased in Sydney in 1983/84 (Wills et al., 1987). Folate was derived from 5 samples of watercress purchased in Sydney in 2001 (Iwatani et al., 2003). B6, alpha-tocopherol, minerals (I, P, Se) and tryptophan were imputed from cos lettuce. Alcohol, vitamins (B12, D, retinol, folic acid), cholesterol, fatty acids and caffeine were imputed zero.",,"nuttab",,"uncategorised",110.0,90.8,2.9,0.4,3.8,0.7,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"g","kj",
